Bus_name,Bus_type,Start_time,End_time,Total_duration,Price,Seats_Available,Ratings,Route_name,Route_link
RSRTC - 189473,NON AC Seater / Sleeper 2+1,21:00,01:30,04h 30m,302,37 Seats available,3.9,Jodhpur to Ajmer,https://www.redbus.in/bus-tickets/jodhpur-to-ajmer
RSRTC - 192299,Super Luxury Volvo AC Seater Pushback 2+2,23:00,02:45,03h 45m,458,24 Seats available,"4.2
8",Jodhpur to Ajmer,https://www.redbus.in/bus-tickets/jodhpur-to-ajmer
RSRTC - 189583,NON AC Seater / Sleeper 2+1,23:59,03:45,03h 46m,302,26 Seats available,"4.6
6",Jodhpur to Ajmer,https://www.redbus.in/bus-tickets/jodhpur-to-ajmer
Jain travels regd,NON AC Seater / Sleeper 2+1,19:20,23:50,04h 30m,330,19 Seats available,3.1,Jodhpur to Ajmer,https://www.redbus.in/bus-tickets/jodhpur-to-ajmer
FlixBus,A/C Sleeper (2+1),19:45,23:50,04h 05m,186,27 Seats available,5.0,Jodhpur to Ajmer,https://www.redbus.in/bus-tickets/jodhpur-to-ajmer
FlixBus,A/C Sleeper (2+1),19:45,23:50,04h 05m,186,28 Seats available,"5.0
12",Jodhpur to Ajmer,https://www.redbus.in/bus-tickets/jodhpur-to-ajmer
Jain travels regd,AC Sleeper (2+1),20:00,00:30,04h 30m,580,11 Seats available,3.1,Jodhpur to Ajmer,https://www.redbus.in/bus-tickets/jodhpur-to-ajmer
Chanakya Travels Agency,NON A/C Seater/ Sleeper (2+1),20:30,01:15,04h 45m,500,27 Seats available,3.6,Jodhpur to Ajmer,https://www.redbus.in/bus-tickets/jodhpur-to-ajmer
Jain travels regd,NON AC Seater / Sleeper 2+1,22:00,02:51,04h 51m,330,39 Seats available,3.1,Jodhpur to Ajmer,https://www.redbus.in/bus-tickets/jodhpur-to-ajmer
B.R. Travels,AC Sleeper (2+1),22:00,02:30,04h 30m,600,22 Seats available,4.3,Jodhpur to Ajmer,https://www.redbus.in/bus-tickets/jodhpur-to-ajmer
V k jain travels,NON A/C Seater/ Sleeper (2+1),22:00,02:50,04h 50m,350,34 Seats available,3.0,Jodhpur to Ajmer,https://www.redbus.in/bus-tickets/jodhpur-to-ajmer
M R Travels,A/C Seater / Sleeper (2+1),22:00,02:15,04h 15m,500,38 Seats available,3.7,Jodhpur to Ajmer,https://www.redbus.in/bus-tickets/jodhpur-to-ajmer
Gajraj Travels,A/C Sleeper (2+1),22:00,03:10,05h 10m,650,20 Seats available,4.4,Jodhpur to Ajmer,https://www.redbus.in/bus-tickets/jodhpur-to-ajmer
RSRTC - 168785,Express Non AC Seater 2+3,21:00,23:15,02h 15m,129,42 Seats available,3.9,Sikar to Jaipur (Rajasthan),https://www.redbus.in/bus-tickets/sikar-to-jaipur
RSRTC - 188344,Express Non AC Seater 2+3,21:00,23:00,02h 00m,129,42 Seats available,3.9,Sikar to Jaipur (Rajasthan),https://www.redbus.in/bus-tickets/sikar-to-jaipur
RSRTC - 171167,Express Non AC Seater 2+3,21:20,23:00,01h 40m,129,42 Seats available,3.9,Sikar to Jaipur (Rajasthan),https://www.redbus.in/bus-tickets/sikar-to-jaipur
RSRTC - 168794,Express Non AC Seater 2+3,21:50,00:15,02h 25m,129,42 Seats available,3.9,Sikar to Jaipur (Rajasthan),https://www.redbus.in/bus-tickets/sikar-to-jaipur
RSRTC - 193272,Express Non AC Seater 2+3,22:15,23:55,01h 40m,129,42 Seats available,3.9,Sikar to Jaipur (Rajasthan),https://www.redbus.in/bus-tickets/sikar-to-jaipur
RSRTC - 168765,Express Non AC Seater 2+3,22:25,00:30,02h 05m,139,42 Seats available,3.9,Sikar to Jaipur (Rajasthan),https://www.redbus.in/bus-tickets/sikar-to-jaipur
RSRTC - 178042,Express Non AC Seater 2+3,23:40,11:59,12h 19m,129,42 Seats available,3.9,Sikar to Jaipur (Rajasthan),https://www.redbus.in/bus-tickets/sikar-to-jaipur
Maharaja Travels,A/C Seater / Sleeper (2+1),19:40,22:20,02h 40m,286,36 Seats available,3.1,Sikar to Jaipur (Rajasthan),https://www.redbus.in/bus-tickets/sikar-to-jaipur
Vijay Tour and Travels,A/C Seater / Sleeper (2+1),20:00,23:00,03h 00m,200,34 Seats available,3.5,Sikar to Jaipur (Rajasthan),https://www.redbus.in/bus-tickets/sikar-to-jaipur
Jai Shrinath Ji Ki Travels,Non A/C Seater / Sleeper (2+1),20:00,22:45,02h 45m,200,36 Seats available,3.5,Sikar to Jaipur (Rajasthan),https://www.redbus.in/bus-tickets/sikar-to-jaipur
Rishabh travels,AC Sleeper (2+1),20:04,23:31,03h 27m,270,30 Seats available,3.5,Sikar to Jaipur (Rajasthan),https://www.redbus.in/bus-tickets/sikar-to-jaipur
Neeraj travels,A/C Seater / Sleeper (2+1),20:40,23:20,02h 40m,324,34 Seats available,3.5,Sikar to Jaipur (Rajasthan),https://www.redbus.in/bus-tickets/sikar-to-jaipur
RSRTC - 190961,NON AC Seater / Sleeper 2+1,20:40,04:40,08h 00m,448,31 Seats available,"3.2
6",Jaipur (Rajasthan) to Jodhpur,https://www.redbus.in/bus-tickets/jaipur-to-jodhpur
RSRTC - 163517,Express Non AC Seater 2+3,21:05,05:00,07h 55m,356,39 Seats available,3.3,Jaipur (Rajasthan) to Jodhpur,https://www.redbus.in/bus-tickets/jaipur-to-jodhpur
RSRTC - 178948,Super Luxury Volvo AC Seater Pushback 2+2,22:31,04:45,06h 14m,740,31 Seats available,"4.3
50",Jaipur (Rajasthan) to Jodhpur,https://www.redbus.in/bus-tickets/jaipur-to-jodhpur
RSRTC - 187138,NON AC Seater / Sleeper 2+1,23:20,06:30,07h 10m,448,35 Seats available,"2.9
25",Jaipur (Rajasthan) to Jodhpur,https://www.redbus.in/bus-tickets/jaipur-to-jodhpur
RSRTC - 170972,Super Luxury Volvo AC Seater Pushback 2+2,23:59,06:15,06h 16m,740,32 Seats available,"3.7
46",Jaipur (Rajasthan) to Jodhpur,https://www.redbus.in/bus-tickets/jaipur-to-jodhpur
Jain travels regd,A/C Seater / Sleeper (2+1),22:05,05:05,07h 00m,450,15 Seats available,"4.4
515",Jaipur (Rajasthan) to Jodhpur,https://www.redbus.in/bus-tickets/jaipur-to-jodhpur
M R Travels,A/C Seater / Sleeper (2+1),22:30,05:30,07h 00m,500,18 Seats available,"4.3
355",Jaipur (Rajasthan) to Jodhpur,https://www.redbus.in/bus-tickets/jaipur-to-jodhpur
Jain travels regd,A/C Seater / Sleeper (2+1),23:00,06:00,07h 00m,450,14 Seats available,"4.2
254",Jaipur (Rajasthan) to Jodhpur,https://www.redbus.in/bus-tickets/jaipur-to-jodhpur
Jain Shiv Shankar Travels,NON A/C Seater/ Sleeper (2+1),21:50,04:45,06h 55m,350,27 Seats available,"4.0
14",Jaipur (Rajasthan) to Jodhpur,https://www.redbus.in/bus-tickets/jaipur-to-jodhpur
Gajraj Travels,A/C Sleeper (2+1),22:15,05:35,07h 20m,600,6 Seats available,"4.5
452",Jaipur (Rajasthan) to Jodhpur,https://www.redbus.in/bus-tickets/jaipur-to-jodhpur
RSRTC - 194122,Semi Deluxe Non AC Seater 2+2,21:31,04:00,06h 29m,411,27 Seats available,3.6,Aligarh (uttar pradesh) to Jaipur (Rajasthan),https://www.redbus.in/bus-tickets/aligarh-uttar-pradesh-to-jaipur
RSRTC - 193595,NON AC Seater / Sleeper 2+1,22:01,04:15,06h 14m,463,10 Seats available,"3.6
19",Aligarh (uttar pradesh) to Jaipur (Rajasthan),https://www.redbus.in/bus-tickets/aligarh-uttar-pradesh-to-jaipur
UPSRTC - ALI0024,Ordinary Non AC Seater 2+3,21:00,05:00,08h 00m,361,52 Seats available,"3.5
19",Aligarh (uttar pradesh) to Jaipur (Rajasthan),https://www.redbus.in/bus-tickets/aligarh-uttar-pradesh-to-jaipur
Rinku Travels,A/C Seater / Sleeper (2+1),21:15,06:00,08h 45m,600,18 Seats available,"3.9
70",Aligarh (uttar pradesh) to Jaipur (Rajasthan),https://www.redbus.in/bus-tickets/aligarh-uttar-pradesh-to-jaipur
Mahalaxmi Travels,Bharat Benz A/C Seater /Sleeper (2+1),23:55,07:00,07h 05m,399,34 Seats available,"2.5
75",Aligarh (uttar pradesh) to Jaipur (Rajasthan),https://www.redbus.in/bus-tickets/aligarh-uttar-pradesh-to-jaipur
Rinku Travels,A/C Seater / Sleeper (2+1),21:30,05:20,07h 50m,400,20 Seats available,"3.2
35",Aligarh (uttar pradesh) to Jaipur (Rajasthan),https://www.redbus.in/bus-tickets/aligarh-uttar-pradesh-to-jaipur
RSRTC - 190202,Express Non AC Seater 2+3,21:50,05:00,07h 10m,369,42 Seats available,"3.7
8",Jaipur (Rajasthan) to Aligarh (uttar pradesh),https://www.redbus.in/bus-tickets/jaipur-to-aligarh-uttar-pradesh
RSRTC - 193797,NON AC Seater / Sleeper 2+1,22:01,04:30,06h 29m,463,8 Seats available,"2.3
6",Jaipur (Rajasthan) to Aligarh (uttar pradesh),https://www.redbus.in/bus-tickets/jaipur-to-aligarh-uttar-pradesh
RSRTC - 189082,Super Luxury Volvo AC Seater Pushback 2+2,23:00,06:00,07h 00m,570,8 Seats available,"4.4
124",Jaipur (Rajasthan) to Aligarh (uttar pradesh),https://www.redbus.in/bus-tickets/jaipur-to-aligarh-uttar-pradesh
UPSRTC - BDV0129,Ordinary Non AC Seater 2+3,23:44,07:25,07h 41m,361,52 Seats available,3.3,Jaipur (Rajasthan) to Aligarh (uttar pradesh),https://www.redbus.in/bus-tickets/jaipur-to-aligarh-uttar-pradesh
Mahalaxmi Travels,Bharat Benz A/C Seater /Sleeper (2+1),21:00,04:00,07h 00m,462,22 Seats available,"3.3
95",Jaipur (Rajasthan) to Aligarh (uttar pradesh),https://www.redbus.in/bus-tickets/jaipur-to-aligarh-uttar-pradesh
Rinku Travels,A/C Seater / Sleeper (2+1),21:30,04:55,07h 25m,400,28 Seats available,"4.0
40",Jaipur (Rajasthan) to Aligarh (uttar pradesh),https://www.redbus.in/bus-tickets/jaipur-to-aligarh-uttar-pradesh
Rinku Travels,A/C Seater / Sleeper (2+1),21:15,04:25,07h 10m,400,35 Seats available,"3.5
50",Jaipur (Rajasthan) to Aligarh (uttar pradesh),https://www.redbus.in/bus-tickets/jaipur-to-aligarh-uttar-pradesh
FOR HANS TRAVELS,NON AC Seater / Sleeper 2+1,22:30,05:20,06h 50m,463,11 Seats available,New,Jaipur (Rajasthan) to Aligarh (uttar pradesh),https://www.redbus.in/bus-tickets/jaipur-to-aligarh-uttar-pradesh
SHAGUN CARGO & TRAVELS,A/C Sleeper (2+1),21:15,04:00,06h 45m,570,22 Seats available,"3.0
14",Jaipur (Rajasthan) to Aligarh (uttar pradesh),https://www.redbus.in/bus-tickets/jaipur-to-aligarh-uttar-pradesh
Vijay Tour and Travels,A/C Seater / Sleeper (2+1),21:00,03:30,06h 30m,949,38 Seats available,3.5,Jaipur (Rajasthan) to Aligarh (uttar pradesh),https://www.redbus.in/bus-tickets/jaipur-to-aligarh-uttar-pradesh
SHAGUN CARGO & TRAVELS,NON A/C Seater/ Sleeper (2+1),21:45,04:45,07h 00m,399,22 Seats available,3.0,Jaipur (Rajasthan) to Aligarh (uttar pradesh),https://www.redbus.in/bus-tickets/jaipur-to-aligarh-uttar-pradesh
SHAGUN CARGO & TRAVELS,A/C Sleeper (2+1),21:00,02:45,05h 45m,699,24 Seats available,3.0,Jaipur (Rajasthan) to Aligarh (uttar pradesh),https://www.redbus.in/bus-tickets/jaipur-to-aligarh-uttar-pradesh
Shree Baba Travels,A/C Seater / Sleeper (2+1),21:00,04:30,07h 30m,449,32 Seats available,1.0,Jaipur (Rajasthan) to Aligarh (uttar pradesh),https://www.redbus.in/bus-tickets/jaipur-to-aligarh-uttar-pradesh
RSRTC - 189473,NON AC Seater / Sleeper 2+1,21:00,00:30,03h 30m,235,16 Seats available,3.7,Jodhpur to Beawar (Rajasthan),https://www.redbus.in/bus-tickets/jodhpur-to-beawer
RSRTC - 192299,Super Luxury Volvo AC Seater Pushback 2+2,23:00,01:30,02h 30m,339,31 Seats available,3.7,Jodhpur to Beawar (Rajasthan),https://www.redbus.in/bus-tickets/jodhpur-to-beawer
RSRTC - 189583,NON AC Seater / Sleeper 2+1,23:59,02:40,02h 41m,235,37 Seats available,3.7,Jodhpur to Beawar (Rajasthan),https://www.redbus.in/bus-tickets/jodhpur-to-beawer
Jain travels regd,NON AC Seater / Sleeper 2+1,19:40,22:55,03h 15m,270,42 Seats available,3.9,Jodhpur to Beawar (Rajasthan),https://www.redbus.in/bus-tickets/jodhpur-to-beawer
FlixBus,A/C Sleeper (2+1),19:45,23:00,03h 15m,141,28 Seats available,4.0,Jodhpur to Beawar (Rajasthan),https://www.redbus.in/bus-tickets/jodhpur-to-beawer
M R Travels,NON A/C Seater/ Sleeper (2+1),20:25,23:55,03h 30m,450,44 Seats available,3.7,Jodhpur to Beawar (Rajasthan),https://www.redbus.in/bus-tickets/jodhpur-to-beawer
Jain travels regd,NON AC Seater / Sleeper 2+1,20:30,00:30,04h 00m,270,48 Seats available,3.9,Jodhpur to Beawar (Rajasthan),https://www.redbus.in/bus-tickets/jodhpur-to-beawer
SHRI VISHWAKARMA TRAVELS (KETU),Non A/C Seater / Sleeper (2+1),20:30,01:15,04h 45m,500,40 Seats available,3.4,Jodhpur to Beawar (Rajasthan),https://www.redbus.in/bus-tickets/jodhpur-to-beawer
Jain travels regd,NON AC Seater / Sleeper 2+1,21:00,00:30,03h 30m,270,42 Seats available,3.9,Jodhpur to Beawar (Rajasthan),https://www.redbus.in/bus-tickets/jodhpur-to-beawer
Jain travels regd,NON AC Seater / Sleeper 2+1,21:30,00:57,03h 27m,270,42 Seats available,3.9,Jodhpur to Beawar (Rajasthan),https://www.redbus.in/bus-tickets/jodhpur-to-beawer
V k jain travels,NON A/C Sleeper (2+1),21:31,00:16,02h 45m,450,11 Seats available,3.0,Jodhpur to Beawar (Rajasthan),https://www.redbus.in/bus-tickets/jodhpur-to-beawer
Deepak Travells,NON A/C Seater/ Sleeper (2+1),21:50,04:30,06h 40m,500,37 Seats available,3.1,Jodhpur to Beawar (Rajasthan),https://www.redbus.in/bus-tickets/jodhpur-to-beawer
M R Travels,NON A/C Seater/ Sleeper (2+1),22:00,01:20,03h 20m,400,41 Seats available,3.7,Jodhpur to Beawar (Rajasthan),https://www.redbus.in/bus-tickets/jodhpur-to-beawer
