Bus_name,Bus_type,Start_time,End_time,Total_duration,Price,Seats_Available,Ratings,Route_name,Route_link
BLUE HILL TRAVELS INDIA LIMITED,NON A/C Seater Semi Sleeper (2+1),22:15,03:45,05h 30m,450,17 Seats available,"3.3
27",Tezpur to Guwahati,https://www.redbus.in/bus-tickets/tezpur-to-guwahati
BLUE HILL TRAVELS INDIA LIMITED,NON A/C Seater Semi Sleeper (2+1),21:30,03:30,06h 00m,400,15 Seats available,"2.9
96",Tezpur to Guwahati,https://www.redbus.in/bus-tickets/tezpur-to-guwahati
Himalayan Travels,NON A/C Seater (2+2),23:40,04:00,04h 20m,450,26 Seats available,"2.2
14",Tezpur to Guwahati,https://www.redbus.in/bus-tickets/tezpur-to-guwahati
Yatra Travels,NON A/C Seater (2+1),18:00,23:30,05h 30m,350,17 Seats available,"3.7
24",Guwahati to Tezpur,https://www.redbus.in/bus-tickets/guwahati-to-tezpur
Yatra Travels,NON AC Seater/ Sleeper (2+1),20:00,00:00,04h 00m,350,24 Seats available,"4.0
30",Guwahati to Tezpur,https://www.redbus.in/bus-tickets/guwahati-to-tezpur
Yatra Travels,NON AC Seater/ Sleeper (2+1),20:30,01:00,04h 30m,350,33 Seats available,"3.8
9",Guwahati to Tezpur,https://www.redbus.in/bus-tickets/guwahati-to-tezpur
KIRAN TRAVELS,A/C Seater (2+1),20:40,00:30,03h 50m,500,8 Seats available,"3.1
6",Guwahati to Tezpur,https://www.redbus.in/bus-tickets/guwahati-to-tezpur
Pranjit Travels (Under ASTC),A/C Seater / Sleeper (2+1),20:45,02:30,05h 45m,500,18 Seats available,3.2,Guwahati to Tezpur,https://www.redbus.in/bus-tickets/guwahati-to-tezpur
Pranjit Travels (Under ASTC),NON A/C Seater (2+1),21:45,02:00,04h 15m,450,27 Seats available,"3.2
14",Guwahati to Tezpur,https://www.redbus.in/bus-tickets/guwahati-to-tezpur
Himalayan Travels,NON AC Seater / Sleeper 2+1,20:30,02:30,06h 00m,450,31 Seats available,2.2,Guwahati to Tezpur,https://www.redbus.in/bus-tickets/guwahati-to-tezpur
BLUE HILL TRAVELS INDIA LIMITED,NON A/C Seater Semi Sleeper (2+1),20:00,01:15,05h 15m,400,19 Seats available,"2.9
11",Guwahati to Tezpur,https://www.redbus.in/bus-tickets/guwahati-to-tezpur
Pranjit Travels (Under ASTC),Bharat Benz A/C Seater (2+1),21:30,02:30,05h 00m,600,8 Seats available,"4.1
8",Guwahati to Tezpur,https://www.redbus.in/bus-tickets/guwahati-to-tezpur
Priyanka,NON A/C Seater (2+1),19:00,05:30,10h 30m,600,21 Seats available,"2.5
23",Jorhat to North Lakhimpur,https://www.redbus.in/bus-tickets/jorhat-to-north-lakhimpur
Yatra,Non AC Seater (2+2),20:15,03:30,07h 15m,350,9 Seats available,"2.6
18",Dhubri to Guwahati,https://www.redbus.in/bus-tickets/dhubri-to-guwahati
MAA MONOSHA TRAVELS,NON A/C Seater (2+1),20:00,03:30,07h 30m,350,36 Seats available,"2.2
4",Dhubri to Guwahati,https://www.redbus.in/bus-tickets/dhubri-to-guwahati
Sylvan DEE Transport,Non AC Seater (2+1),17:30,05:30,12h 00m,640,6 Seats available,3.2,North Lakhimpur to Sibsagar,https://www.redbus.in/bus-tickets/north-lakhimpur-to-sibsagar
Sylvan DEE Transport,Non AC Seater (2+1),17:30,04:30,11h 00m,530,6 Seats available,"3.9
6",North Lakhimpur to Jorhat,https://www.redbus.in/bus-tickets/north-lakhimpur-to-jorhat
Puja Transport,NON AC Seater / Sleeper 2+1,20:00,04:30,08h 30m,650,1 Seat available,"3.5
45",Tezpur to Dibrugarh,https://www.redbus.in/bus-tickets/tezpur-to-dibrugarh
Puja Transport,Non AC Seater (2+2),20:00,05:00,09h 00m,550,8 Seats available,"2.4
20",Tezpur to Dibrugarh,https://www.redbus.in/bus-tickets/tezpur-to-dibrugarh
Neha Travels,NON A/C Seater (2+2),22:20,07:00,08h 40m,650,6 Seats available,"2.1
12",Tezpur to Dibrugarh,https://www.redbus.in/bus-tickets/tezpur-to-dibrugarh
Maa Laxmi,NON A/C Seater Push Back (2+1),22:15,05:30,07h 15m,550,17 Seats available,"1.9
15",Tezpur to Dibrugarh,https://www.redbus.in/bus-tickets/tezpur-to-dibrugarh
Deep Travels,Non AC Seater (2+1),17:45,04:30,10h 45m,599,19 Seats available,"4.0
109",Haflong to Guwahati,https://www.redbus.in/bus-tickets/haflong-to-guwahati
NETWORK TRAVELS,NON A/C Seater (2+1),18:00,04:00,10h 00m,600,6 Seats available,"4.5
58",Haflong to Guwahati,https://www.redbus.in/bus-tickets/haflong-to-guwahati
Air Bus Travels,NON AC Seater / Sleeper 2+1,21:00,03:00,06h 00m,400,3 Seats available,"3.8
5",North Lakhimpur to Dibrugarh,https://www.redbus.in/bus-tickets/north-lakhimpur-to-dibrugarh
Puja Transport,NON AC Seater / Sleeper 2+1,20:00,05:00,09h 00m,550,12 Seats available,"3.3
89",Dibrugarh to Tezpur,https://www.redbus.in/bus-tickets/dibrugarh-to-tezpur
PIHU TRANSPORT,Bharat Benz NON A/C Seater / Sleeper (2+1),19:50,04:30,08h 40m,470,30 Seats available,"3.0
28",Dibrugarh to Tezpur,https://www.redbus.in/bus-tickets/dibrugarh-to-tezpur
Puja Transport,Non AC Seater (2+2),19:15,04:00,08h 45m,550,21 Seats available,"3.1
17",Dibrugarh to Tezpur,https://www.redbus.in/bus-tickets/dibrugarh-to-tezpur
Aniruddha Travels,NON A/C Seater/ Sleeper (2+1),20:00,04:00,08h 00m,550,12 Seats available,3.6,Dibrugarh to Tezpur,https://www.redbus.in/bus-tickets/dibrugarh-to-tezpur
Maa Laxmi,NON A/C Seater Push Back (2+1),17:30,01:00,07h 30m,550,21 Seats available,3.0,Dibrugarh to Tezpur,https://www.redbus.in/bus-tickets/dibrugarh-to-tezpur
